id	comment_text	toxicity	gender
5961177	"Nora, what you have said about the Twelve as judges is so important in debating JPII's Mulieris Dignitatem and Ordinatio Sacerdotalis against women priests. Do you realize Catechism #1577 sets bishops up as a continuation of the ""college of the twelve""? But there was no continuation after Matthias' election. Paul says he is an apostle. Paul distinguishes himself from 'super-apostles,' presumably the 12, but also says he is not inferior to them (2Co 11:5 and 12:11 NRSV). Despite Paul not being part of the 'college of 12,' the bishops consider themselves to be its continuation. The bishops think they are Gentile judges of Israel under a New Covenant?? Mt 19:28 has 12 thrones, but not Lk 22:30. Also 24 thrones in Revelation 

I also recall that Deborah was a judge of Israel, despite being female.

I recommend to you the JuniaProject.com at http://juniaproject.com/?s=timothy+2%3A12 This is a search page for her 1Tim 2:12 posts ""I do not permit [a woman] to teach or have authority"" etc"	0	0
914847	"Western women are so entitled. 

Donald Trumps in a vulgar display explains how some women let him grab them by the p^&&y. This causes world wide condemnation and marches in Europe, Australia and North America. Millions of women and a few guys are up in arms. Was Trump vulgar to speak how celebrities get to treat women? Just the slang terminology otherwise he was speaking truthfully about how some women throw themselves at celebrities. 

Meanwhile groups like ISIS, Al Qaeda and Boko Haram slaughter, enslave, rape and kill women on a regular basis. When do these women get their world wide protest and march because a Facebook inspired protest just doesn't cut it.

Cmon ladies. Stand up for your sisters who are really being abused."	1	0
5653080	"What is it about age 65 that should grant health coverage?
Medicare seems fine
But providing coverage under the same conditions to a 34 year old woman with 2 kids is ""communist""? or ""immoral""?

are you just a prisoner of your ignorant rhetoric?"	1	0
388992	"I appreciate Mr. Smith's comments because I've also seen that woman wandering in the neighborhood and fear that she could become the victim of others. She's rebuffed my inquiries about what she might need, which is her right. But I wonder at what point do we consider that a person is not competent to care for themselves. 

I haven't seen her recently and can only hope that she hasn't collapsed someplace and is undetected or that she hasn't been harmed by others. Personal liberty is a right, but I believe that caring for those in need defines us as a community."	0	0
375024	"I believe you need to educate yourself before you just end up looking ignorant. Mr.Finicum was a Constitutionalist who supported individual freedom, and was not Ammons ""bodyguard"", he was his friend. If you consider a man who personally took in 50 different foster children, and taught them self respect, and discipline using love and kindness, an extremist, you are an idiot."	1	1
5971738	"I know I am about to make a comment on the problem that is going to make all the REAL racists to go nuclear.  Here it is:  The wage gap is the fault of the black men.  For these 4 reasons:  1) they pursue degrees that aren't worth as much  2)  They have a higher incarnation rate 3) they are 40 times more likely to commit a violent crime and 4) they have a sense of entitlement that isn't earned.      People would like to add ""discrimination"" but think about that.  Hasn't the criminal behavior and violent tendencies enough to make an employer shy?  So..... WWYD?  I never hesitated to hire anyone when I ran a business and didn't see any who worked for me behave poorly, very few blacks applied but they were accepted and worked well.  But the figure I used came from the DOJ.  Not my personal experience."	1	1
836257	Why not? Some bonehead rear-ended a vehicle with two women in it and killed them both. The public has a right to know who the moron is, when he is charged, and with what charges.	1	0
1006793	"Hate crimes in Canada are virtually non-existent. Check Stats Can - for 2013, the average number of hate crimes was 3.3 per 100,000 people in major metropolitan ares. This means that the odds of anyone having a hate crime committed against them are extremely rare. We don't need a government motion (with attached government spending - wasteful!) to condemn Islamophobia (a vague and politically malleable term.)

We deserve the right to criticize Islam. Islam is not only a religion, its a political movement. And all Canadians should strive against the political arm of Islam. We don't want another Rotherham here in Canada due to hate speech laws.

When Imams constantly preach death for those who leave Islam, and the pratice of Taqqiya (lying to non-Muslims) is encourage, and women get stoned to death for getting raped, and gay people get executed just for being gay, then Islamophobia makes sense.

NO on M103. No on C16. Vote out Trudeau in 2019!"	1	0
5483994	"You think that Trump is going ""to mold a new reality,"" and that would be a good thing?  The man is a mendacious, narcissistic, paranoid, incompetent and ultimately heartless vampire, likely to suck the entire life from the body politic."	1	1
5181614	"Hey, few things more humorous than Trump supporters calling someone else arrogant.  Here are a few gems from the master:

“Happy New Year to all, including to my many enemies and those who have fought me and lost so badly they just don’t know what to do.”

“All of the women on The Apprentice flirted with me – consciously or unconsciously. That’s to be expected.”

“The beauty of me is that I’m very rich.”

“And when you’re a star, they let you do it. You can do anything.”

“I think the only difference between me and the other candidates is that I’m more honest and my women are more beautiful.”

“My IQ is one of the highest — and you all know it! Please don’t feel so stupid or insecure; it’s not your fault.”

“I know words, I have the best words"""	1	0
6192323	or the fact that her religion does not give the same voice. she can never be an islamic leader nor even sit in front of the men in her mosque or attend while menstruating. this land is our land. the mikmaqs were settlers. they just took an earlier train.	0	1
5295980	I wonder when the pro life movement will have one of their chosen political leaders propose a budget that makes pre natal care, maternity care, birth, and post natal care for three years free for all pregnant women.  I suppose that's just wishful thinking because the pro life movement prioritizes the culture of military death as more important...almost as important as tax breaks for the wealthy and their corporations.	0	0
708942	"Do tell us women about the ""significant difference."" Most abortions happen when the embryo is at the stage of development that most miscarriages occur at so on the one hand you have Nature, (or in the minds of the credulous--God the Father, Jesus Christ and whoever else occupies the Christian pantheon), who eliminates the embryos chance to be born and on the other women making a conscious and legally protected (Roe v. Wade, 2nd Amendment) decision surrounding their bodies. 
The difference which you claim is ""significant"" really isn't in terms of the clump of cells you call an unborn child. The clump of cells can't exist without the woman to whom it belongs. What is significant, though, and you seem to conveniently forget, is the free will of women to make decisions about their bodies. Guys like you and Trump think you can grab women and make them do what you want but women know that ""happiness is a warm gun (bang bang shoot shoot)."""	0	0
6030600	"I've known this young lady and her mom since she was a little girl playing with my sister. 

She has turned into a dynamic individual and a great community leader. She is indeed an inspiration to all, that with goals and hard work anyone in America can be successful. 

Way to go Jasmine"	0	0
5942051	"Another screed of heretical drivel by a man very well versed in heretic drivel.
For the record, the appointment of Cardinal Sarah has been the ONLY intelligent move made during Francis' reign of terror."	0	1
508888	"Elise, your argument is invalid. I don't like either candidate, but to say Hillary is at all better on ""women's issues"" is hypocritical. Her history of covering up Bill's ""indiscretions"" and even bullying his victims actually makes her worse than Trump. And her pro-abortion stand does not make her pro-woman. I, and countless women like me, find that stand to be extremely COUNTER-woman."	1	0
552994	"Well at least Justin didn't lose his mind again and go rushing up to them, grabbing them by the arms and dragging them away.   He didn't hit a woman in the chest.  

Things are looking up I guess.........."	0	0
875058	"Do you mean ""The platform calls for ending violence against women, workers' rights, reproductive rights, environmental justice, immigrant rights and more""?  That is hardly a sound bite with clarity.  They need to focus if they want to accomplish anything."	0	0
5079569	"Paul Ryan stopped the AHCA before it came to the floor for a vote. Trump said to Congress, pass it or forget it; but the president's wishes really have little effect on Congress's will these days. More moderate Republicans wouldn't support the AHCA because their constituents would howl, the Freedom caucus doesn't want the federal government involved in health care at all. Paul Ryan couldn't get the votes, and the bill itself was a stinker.

Krauthammer is dead wrong about insurance, saying people shouldn't pay for coverage they don't need. That may be true, but everyone here on the planet is here because of healthy women giving birth to healthy babies. Krauthammer shows a striking lack of sophistication on this issue. Is he for real?"	0	0
957928	Johann is typically a male name, which you'd know if you weren't an idiot.	1	1
5351018	"She didn't ""pull a Hillary,"" but you folks just can't let go of that woman, can you?"	0	0
518673	"Ivana said Trump raped her. There's another woman claiming that Trump raped her. Trump draws the line sexually at 12 year olds. He refers to women as ""a piece ofass"". He would date his own daughter. And it's
okay to try to fk somebody's wife and grabpussy? You bet! Have him host foreign dignitaries and their wives."	1	0
605846	A woman who leaves an abusive husband is courageous.  Such a woman should be allowed to fall in love again and enter into a healthy marriage.  The Catholic Church shouldn't be placing additional burdens on abuse victims for no reason.	0	0
5574028	Instead of wasting tax payer dollars on an inquiry, why doesn't the government pour money into preventing future deaths? Throwing money into an inquiry is not going to bring the dead back to life. I am sure the bands will also pull together and donate a large sum of the money they are given from the government to help prevent further loss of FN women. The chiefs would definitely hand over some of their government handouts - I am sure of it.	0	0
5885894	All that blather and you still have yet to address the need to keep tabs on real pedophiles (who target prepubescent children not ovulating females) and rapists.  Just because some bureaucratic nonsense put public urination and near-age statutory rape in the same category as monsters does not mean the monsters ought be let off the leash, and your suggestion otherwise makes me wonder why you spend so much effort finding ways for monsters to avoid detection by going so far as to suggest Jesus was a rape baby?  What issue do you have with such an intimate and powerful experience being reserved for consenting adults, and not twisted to give an advantage to those who take it with power and despite the trauma done?  If you cannot acknowledge the distinction, I suspect you to be monstrous.	1	0
862605	I am very happy for you that you have found peace, but you do not know anything about me or my relationship with God.  Don't assume that the way you believe is correct for everybody.  For one thing, I am a woman and have different needs than you do.	0	0
633395	Break up with him. Now. No, yesterday. Do you respect yourself? Do you respect other women? He doesn't think that respecting women or minorities or freedom of religion or press or reality is important, and he never will. And it won't be worth it to watch his whole fact-less world view come crashing down when every Trump promise is betrayed. Run. Don't walk. And keep your hands down to protect yourself.	0	0
5694166	"I think Donald Trump is just plain stupid, but I gave Ivanka the benefit of the doubt. Then I saw the excerpts from ""Women Who Work,"" and realized she's just as vacuous as her father."	1	0
6177525	"""Marble went on to tell the Scouts that she’s from a multi-ethnic background that includes “black, Mexican…Jew…Native American” and the “lousy Irish!” People in the audience chuckled.""

Don't know which is worse - ""Jew"" and ""Dirty Irish"" - or the fact that some people ""chuckled"".
This woman has clearly lost her Marbles."	1	0
947248	I have no idea where this woman was born. But foreign born individuals who commit crimes like this should be deported to country of origin.	0	0
554570	"We regularly hear civic leaders and elected officials say that there should be more women in government, more blacks in government, more Hispanics in government. Saying there should be more whites in government may be misguided, but it's no more or less bigoted than any of those other statements.

What there should be is less tokenism in government. I'm interested in candidates' qualifications and positions on the issues. I have no interest at all in their gender, color, religious faith, or other personal distinctions. I wouldn't select or deselect candidates on that basis when hiring in the private sector. Why should I do so as a voter?"	0	0
942858	"Trump is buffoon and David Duke is a coward.  Canada has done a good job in accepting legitimate Syrian refugees but there is nothing wrong with thorough screening processes for new Canadians (which all refugees go through) or strong borders. Europe is suffocating under political correctness and it has real costs, whether it is prolonging the abuse of girls in Rotherham or dithering as hundreds of thousands of young men enter Europe with absolutely no background checks, what do they expect? Gender-segregated swim times and train cars, how progressive... Cartoonists in Demmark and artists in France have 24 hour armed guards and safe rooms but I suppose they shouldn't ""provoke"" pigheaded zealots into massacres? Women in Iran are beaten and thrown in jail for dancing to Pharrell's ""Happy"", women can't drive in Saudi Arabia, women are sentenced to death for ""blasphemy"" in Pakistan - what do you call that, cultural relativism? Oops, I suppose those examples are Islamaphobic?"	1	0
705433	"What a spoiled rotten soccer player. Be a man and play the game and quit crying. 
Of course you are a soccer player, that explains it.
Maybe if you tried real football you would understand."	0	1
516433	"I'm not sure I'm understanding your comment correctly. Are you saying that women are either ""bummers"" or ""princesses"", and that it's okay to treat the ""bummers"" disparagingly?"	0	0
5023562	"It sounds from the comments Margaret quotes that some trolls suffer from unbridled malevolence against women and can vent it on line.

But how do they get past the censor?"	0	0
242361	"I think my favorite part of weed being legal is the rapid decline of grown-ass shirtless men with backpacks riding BMX bicycles.   I think we had enough of that in the 70's and they've just been hanging on.
But yes, 11% for regulated/advice/actually get what you want...you'd pay that for booze, gas or even a burrito for that peace of mind."	0	1
6214744	female assassins for kim	1	0
5295564	"And just exactly who do you think you are?  Calling a woman's ""sacred place"" a c--t???  You are full blooded LOSER.  I bet you're even too st*pid to see your own faux pas.  I hope the prez visits your house."	1	0
5121774	"Aloha Mr O'Harrow,

For the sake of journalistic integrity, could you please identify the sources you based the following claims on:

""On Tuesday, April 4, units of the Syrian Arab Air Force, under the command of Syrian President Bashar al-Assad, took off from Shayrat airfield in the early morning and dropped chemical weapons on civilian targets in the city of Khan Sheikhoun, causing at least 85 civilian deaths and hundreds of wounded, including scores of non-combatant women and children.""

Mahalo."	0	0
822797	This is the woman who after killing her baby was found having sex in a car. A long list of arrests for drugs and more. She was in no way able to take care of a kid. When she found out she was pregnant she should have gotten a free abortion.	1	0
5039123	"A fundamental problem is the attitude of law enforcement and the judicial system towards alcohol...

When the assailant is drunk, alcohol is treated as an excuse for violent assault. Many domestic violence court cases are essentially dismissed with ""He's a good husband who got drunk, send him to some AA-meetings and everything will be fine"".

When the victim is drunk, alcohol is an excuse for lack of consent. Look no further than Justice Gregory Lenehan's ruling on the Halifax taxi-rape case.

We cannot address violence against women without addressing alcohol."	0	0
253967	"That's what I'm saying.  It's dangerous to vilify and start finding justifications to vilify.  I'm sure racists could find justifications for how they feel about other races....I'm sure misogynist have justifications for hating women...Donald Trump has his justifications for hating Mexicans and everyone else.  I doubt you're any of those things...I'm just saying, these paradigms can all have the notion of ""its ok to vilify this particular group because they xyz..."""	0	0
5386363	"Riddle me this. What does a woman live on when she has to file for support money from an illegal immigrant. Answer: OUR tax dollars. Ask his ex-wife about that.

WHY does Andres use another alias of Andres R Alves Cramer to this very day?

DO you think that if he excuses his own actions, he'd be above hiring others who are also undocumented?

2001Charged for driving without insurance, bench warrant involved. No expense to taxpayers, right?

Same Year Charged FRAUD USE VEH PLATES,EMBL,DECL - So dodging everyday vehicle TAXES? Submitted to collection agency in 2008. STOPPER on license. SINCE 2008!!

2007 charged with driving without valid drivers lic

2014 Criminal contempt of court disobey or resist court mandate- Lengthy court appearances - bail bond involved. Free, right?

2016 criminal citation involving bench warrant - Also free for taxpayers?

And YES, liens from Hawaii's State taxation department. So guess what?

Man is a walking illegal liability that shouldn't BE."	0	0
6188299	Last night on CBC's The National there was a news video item showing the capture of Raqaa, (the ISIS stronghold in Siria).  It showed a horde of women, faces uncovered, streaming out of a built-up area.  The female commentator said loudly, now liberated these women will no longer have to cover their faces.  Interesting.	0	0
600280	"Cathy Guay, thank you for your letter. I have a serious question for you, a couple actually, to which I would appreciate a response. I also invite other Trump supporters who share your views to respond to my question. You write that now Americans ""must work together — helping, not fighting each other.""

Do you have any ideas or suggestions for how Muslims, a group the President-Elect has suggested should be banned from the country, might join you to “work together”? Or Mexicans, whom the President-Elect has called rapists? How might they join you? Or women, whom the President-Elect rates by their physical attributes and has boasted of grabbing by the pussy?

Please tell us all how we might now be welcomed into this togetherness of which you write.

Thank you."	1	0
903294	"Reading the comments, I note that, on the same web page, is an article that paints men in general as idiots.
http://www.theglobeandmail.com/life/food-and-wine/food-trends/gaining-clarity-over-male-refrigerator-blindness/article33715540/"	1	1
1057872	"Trump is excoriated for his comments, but Bill Clinton's predatory behaviour towards females is ignored - especially by the sisterhood.

Typical of the left's dual-standards."	0	0
5806856	As a white person I have never known white supremacy and most other white people haven't either.  That is just a label minorities pin on whites for their own short comings.  The proof was in the 44th president, arguably the most powerful person in the world who was awarded the Nobel prize.  This should have been a conference on attaining more opportunities for minorities, not taking away from another group.  A rising tide rises all ships so it is in the best interest of all Americans to promote opportunities for all without taking away from others.  As long as minorities can claim they are not successful because the white man holds them back the longer they will be unsuccessful.	0	1
5412740	She, in spite of the fact that she no longer is with NBC, is a GOP scum.  During the Putin interviews, She had her lips right up to his ass, throughout the whole interview. This, in-spite of the fact that Putin kills all his opponents, allows the torture and killing of gays, and knowing that put Putin is a complete tyrant and a ruthless leader. When she spoke of him, she did so, laudable, and with admiration. She is not a well woman.	1	0
6053600	"Are you being disingenuous? When did I credit Hefner with ""promoting women's rights?"" -- I gave credit to Ms. Soh for bringing some fairness to the discussion, maybe you should have a chat with her. 
And you conveniently evaded my point: a relative handful of misused celebrity pics (common these days) hardly explains 60 years of young women posing and becoming bunnies and mansion play-things. They did so of their own free will, unless you have evidence of enslavement. You can wish they hadn't, and say their dreams of stardom were foolish, but I guess you weren't there to instruct them."	0	0
5134215	"I am a secularist and have no taste for any particular religion. But religion should be afforded more credit than you give it. Consider Canadian history itself. The Temperance movement had a particularly Christian flavour to it, and it was under the guidance of religion that the Temperance movement won voting rights for women in Canada. Or how about the Social Gospel movemment of western Canada, which used Protestant teachings to rally labourers and farmers to unionize, winning them better working conditions. Or the famed Tommy Douglas, who was a preacher, also influenced by Social Gospel, whose witness of suffering eventually kicked off a personal crusade that after a decade led to the formation of social programs like medicare?

I am not affiliated with any religion, but as a device, it was more than just a coping mechanism, and you don't have to be a person of religion to sincerely appreciate that."	0	0
5618666	I can't imagine a business man turned most powerful man having only an hour conversation with another very powerful man.  Seems so suspicious!!!	0	1
5715672	"The woman can't fathom a sentence without a ""villain"" to latch on to - no Trump, no ""opinion""."	0	0
6216463	"""Rock 'n' roll was a white male culture, that's just the fact of the matter...""
Hmm, maybe not.  

There was this singer/songwriter  in Chicago who played electric guitar. Charted his first record on Billboard 100 in (#5) in 1955. Appeared in the movie, ""Rock, Rock, Rock"" a year later. 

He didn't play Blues or R&B.  He played rock and roll.  And made sure everybody knew it, too, with ""Hail! Hail! Rock 'n' Roll!"" shouted out right in the middle of the song. 

Name was Chuck Berry.  ""white male culture"" indeed!"	0	1
5720390	"Dinosaur Attorney General Jeff Sessions echoes former president Ronald Reagan, who asked his Surgeon General Everett Koop to find evidence that abortion causes long term mental and physical health for women. Koop couldn't find any.

In the 50s and 60s, dope smoking was said to be the first step on the road to, well, communism, but now (according to Republicans), Russia is our very best friend!

Stephen J. Remington"	0	0
5721128	Any woman who would go down on this selfish moron must need to be paid. What a creep!	1	0
5788856	Agreed. Seems like it's OK to rail about women's plumbing and its permitted uses on these occasions . . .	0	0
825396	"These numbers are important. From 1946 to 2015, the labour force participation went from 55% to 66% This was due to women in the work force going from 25% to 62%. These numbers can explain an increase in unemployment and a downward effect on salaries. 

This meant a large gain for employers - more workers to chose from, and no need to keep salaries up. 

What caused the increase in the labour force? In the 1960s there was an increase in the number of articles in the media about women in the work force. Seldom an article on women at home. Thus women were being coerced, subtlety to join the work force. The number of articles increased until by the 90s one virtually had to be in the work force to be anybody. The articles continue with disastrous results for women. They have the maternal responsibilities and a market place which is hostile. Downward push on salaries, fewer  jobs. Lots of competition. 

Ladies, you have been had. Time to stay at home in droves. Hard for some - salaries low"	0	0
6015514	"I guess to those who are not ""racist"" ensuring women are not raped by recent immigrants is not that important."	0	0
776699	"It says so right in the Koran: ""Strike the neck (behead) of non believers.""   It also says to throw homosexuals off from tall places, like buildings.  and to stone adulterers(who is defined as women who have been raped, a double indemnity for being female)   You can Google search pictures of such events.    These things are  Islam in action.."	1	0
5864742	A white supremacist murdered a woman who was protesting a demonstration organized by white supremacists to promote white supremacy.  And you say this has nothing to do with racism.  Hmmmm.........	1	0
5897223	"That's also absurd, good thing I didn't say or imply that. But I understand the need to make red herring and straw men arguments. We all need a psychological boost sometimes... 

Of course, no one knows who will be better since Simmons has only played two games. Personally I think Simmons will do just fine."	0	1
5855571	"Walrus, when it comes to Joseph Lane it's a mixed bag-- yes, on the one hand he fought against the Takelma and sometimes made racist comments about Native Americans; on the other, they respected his bravery and honesty, and as you probably know one chief even  took the name ""Chief Joe.""
You are also probably aware of the treaty-making event  on top of Table Rock and what happened  to the small group of white men there amidst a large number of Takelma warriors, when the runner arrived with the story of a terrible  murder of Takelma by whites.  Only because of the Takelma's sense of  fairness and  their respect for Lane was there no bloodshed.
No, Joseph Lane was far from the worst of the Southern Oregonians  when it came to ""Indian policy"", but the terrible truth is that  eventually most all of the ""Rogue Indians"" were either killed or marched to the reservation up north.  Certainly one of the ugliest eras of Oregon history."	0	1
5086240	"What is the matter with you globeandmail? Do you expect me to ever pay for your newspaper again when you put out such baised stories.

When a driver is intoxicated, they are  guity no matter what. When a young woman becomes intoxicated, everone else is guilty no matter what. Such a blanant double standard is systemic positive discrimation. Everything thay your saying is hypocritical!!"	1	0
411520	"""The woman is basically a slave.""  Well, that just convinced me to vote for Trump. Yup..."	1	0
6127775	Well, can I assume from his comments that Hanks was aware of what was happening in Hollywood. What kind of hypocrisy allows liberals to attack Republicans when their own are swimming in the swamp? That woman's march with Harvey in the middle and Ashley Judd and others yelling and screaming What hypocrisy.	1	0
5620771	"this story is only a propaganda piece, of utility for the dimocrats disinformation campaign against President Trump.
no matter what this woman says, it will be skewed and manipulated by the press to achieve the goal of the dimocrats, anti Trumpers, and establishment fossils.
it also gives cover to useless congressmen, when they have to explain to their constituents what they have been doing since the election."	1	0
5297669	Nasty Woman..............	1	0
5240289	"How many Cup rings and Gold Medals does Met-who have ?

He doesn't need any fingers to count them.

What's the name of that Senator who was abusing underaged females again ?"	0	0
6287363	Thank god there was a gun easily available for this mentally unstable woman to kill her kids with. /s/	1	0
658784	One of them was recently caught on film screaming the word 'coon' at a black man who was speaking his mind at a rally for free speech. Apparently that's one black guy who wont be very safe in the 'blacks only' safe spaces	1	1
6264665	"If you were surprised at the number of woman who posted #metoo comments on social media in response to the Weinstein issue, then you likely do not understand the complexity and depth of sexism in the tech industry.

On the other hand, if the #metoo response helped shape your understanding of sexist attitudes that remain in our society today, then the results of the research on gender bias in the tech industry should not be a surprise."	0	0
